"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Poland","2020","Total","Both Sexes","24","Estimate - de jure","Final figure, complete","2021","432618","18"
"Poland","2020","Total","Both Sexes","25","Estimate - de jure","Final figure, complete","2020","439387","18"
"Poland","2020","Total","Both Sexes","25","Estimate - de jure","Final figure, complete","2021","460493","18"
"Poland","2020","Total","Both Sexes","25 - 29","Estimate - de jure","Final figure, complete","2020","2456284","18"
"Poland","2020","Total","Both Sexes","25 - 29","Estimate - de jure","Final figure, complete","2021","2508023","18"
"Poland","2020","Total","Both Sexes","26","Estimate - de jure","Final figure, complete","2020","476701","18"
"Poland","2020","Total","Both Sexes","26","Estimate - de jure","Final figure, complete","2021","480216","18"
"Poland","2020","Total","Both Sexes","27","Estimate - de jure","Final figure, complete","2020","488198","18"
"Poland","2020","Total","Both Sexes","27","Estimate - de jure","Final figure, complete","2021","499146","18"
"Poland","2020","Total","Both Sexes","28","Estimate - de jure","Final figure, complete","2020","510640","18"
"Poland","2020","Total","Both Sexes","28","Estimate - de jure","Final figure, complete","2021","528539","18"
"Poland","2020","Total","Both Sexes","29","Estimate - de jure","Final figure, complete","2020","541358","18"
"Poland","2020","Total","Both Sexes","29","Estimate - de jure","Final figure, complete","2021","539629","18"
"Poland","2020","Total","Both Sexes","30","Estimate - de jure","Final figure, complete","2020","536899","18"
"Poland","2020","Total","Both Sexes","30","Estimate - de jure","Final figure, complete","2021","542612","18"
"Poland","2020","Total","Both Sexes","30 - 34","Estimate - de jure","Final figure, complete","2020","2818914","18"
"Poland","2020","Total","Both Sexes","30 - 34","Estimate - de jure","Final figure, complete","2021","2870306","18"
"Poland","2020","Total","Both Sexes","31","Estimate - de jure","Final figure, complete","2020","544470","18"
"Poland","2020","Total","Both Sexes","31","Estimate - de jure","Final figure, complete","2021","556847","18"
"Poland","2020","Total","Both Sexes","32","Estimate - de jure","Final figure, complete","2020","565175","18"
"Poland","2020","Total","Both Sexes","32","Estimate - de jure","Final figure, complete","2021","564999","18"
"Poland","2020","Total","Both Sexes","33","Estimate - de jure","Final figure, complete","2020","570783","18"
"Poland","2020","Total","Both Sexes","33","Estimate - de jure","Final figure, complete","2021","586985","18"
"Poland","2020","Total","Both Sexes","34","Estimate - de jure","Final figure, complete","2020","601587","18"
"Poland","2020","Total","Both Sexes","34","Estimate - de jure","Final figure, complete","2021","618863","18"
"Poland","2020","Total","Both Sexes","35","Estimate - de jure","Final figure, complete","2020","625659","18"
"Poland","2020","Total","Both Sexes","35","Estimate - de jure","Final figure, complete","2021","636163","18"
"Poland","2020","Total","Both Sexes","35 - 39","Estimate - de jure","Final figure, complete","2020","3137795","18"
"Poland","2020","Total","Both Sexes","35 - 39","Estimate - de jure","Final figure, complete","2021","3139152","18"
"Poland","2020","Total","Both Sexes","36","Estimate - de jure","Final figure, complete","2020","648564","18"
"Poland","2020","Total","Both Sexes","36","Estimate - de jure","Final figure, complete","2021","653129","18"
"Poland","2020","Total","Both Sexes","37","Estimate - de jure","Final figure, complete","2020","645586","18"
"Poland","2020","Total","Both Sexes","37","Estimate - de jure","Final figure, complete","2021","631371","18"
"Poland","2020","Total","Both Sexes","38","Estimate - de jure","Final figure, complete","2020","613980","18"
"Poland","2020","Total","Both Sexes","38","Estimate - de jure","Final figure, complete","2021","603829","18"
"Poland","2020","Total","Both Sexes","39","Estimate - de jure","Final figure, complete","2020","604006","18"
"Poland","2020","Total","Both Sexes","39","Estimate - de jure","Final figure, complete","2021","614660","18"
"Poland","2020","Total","Both Sexes","40","Estimate - de jure","Final figure, complete","2020","615229","18"
"Poland","2020","Total","Both Sexes","40","Estimate - de jure","Final figure, complete","2021","611255","18"
"Poland","2020","Total","Both Sexes","40 - 44","Estimate - de jure","Final figure, complete","2020","2980994","18"
"Poland","2020","Total","Both Sexes","40 - 44","Estimate - de jure","Final figure, complete","2021","2962472","18"
"Poland","2020","Total","Both Sexes","41","Estimate - de jure","Final figure, complete","2020","603672","18"
"Poland","2020","Total","Both Sexes","41","Estimate - de jure","Final figure, complete","2021","594879","18"
"Poland","2020","Total","Both Sexes","42","Estimate - de jure","Final figure, complete","2020","588227","18"
"Poland","2020","Total","Both Sexes","42","Estimate - de jure","Final figure, complete","2021","590560","18"
"Poland","2020","Total","Both Sexes","43","Estimate - de jure","Final figure, complete","2020","592703","18"
"Poland","2020","Total","Both Sexes","43","Estimate - de jure","Final figure, complete","2021","592927","18"
"Poland","2020","Total","Both Sexes","44","Estimate - de jure","Final figure, complete","2020","581163","18"
"Poland","2020","Total","Both Sexes","44","Estimate - de jure","Final figure, complete","2021","572851","18"
"Poland","2020","Total","Both Sexes","45","Estimate - de jure","Final figure, complete","2020","563375","18"
"Poland","2020","Total","Both Sexes","45","Estimate - de jure","Final figure, complete","2021","551998","18"
"Poland","2020","Total","Both Sexes","45 - 49","Estimate - de jure","Final figure, complete","2020","2600271","18"
"Poland","2020","Total","Both Sexes","45 - 49","Estimate - de jure","Final figure, complete","2021","2555771","18"
"Poland","2020","Total","Both Sexes","46","Estimate - de jure","Final figure, complete","2020","541876","18"
"Poland","2020","Total","Both Sexes","46","Estimate - de jure","Final figure, complete","2021","530197","18"
"Poland","2020","Total","Both Sexes","47","Estimate - de jure","Final figure, complete","2020","516299","18"
"Poland","2020","Total","Both Sexes","47","Estimate - de jure","Final figure, complete","2021","510505","18"
"Poland","2020","Total","Both Sexes","48","Estimate - de jure","Final figure, complete","2020","499733","18"
"Poland","2020","Total","Both Sexes","48","Estimate - de jure","Final figure, complete","2021","489477","18"
"Poland","2020","Total","Both Sexes","49","Estimate - de jure","Final figure, complete","2020","478988","18"
"Poland","2020","Total","Both Sexes","49","Estimate - de jure","Final figure, complete","2021","473594","18"
"Poland","2020","Total","Both Sexes","50","Estimate - de jure","Final figure, complete","2020","462354","18"
"Poland","2020","Total","Both Sexes","50","Estimate - de jure","Final figure, complete","2021","455701","18"
"Poland","2020","Total","Both Sexes","50 - 54","Estimate - de jure","Final figure, complete","2020","2240586","18"
"Poland","2020","Total","Both Sexes","50 - 54","Estimate - de jure","Final figure, complete","2021","2233905","18"
"Poland","2020","Total","Both Sexes","51","Estimate - de jure","Final figure, complete","2020","453863","18"
"Poland","2020","Total","Both Sexes","51","Estimate - de jure","Final figure, complete","2021","446711","18"
"Poland","2020","Total","Both Sexes","52","Estimate - de jure","Final figure, complete","2020","439797","18"
"Poland","2020","Total","Both Sexes","52","Estimate - de jure","Final figure, complete","2021","441664","18"
"Poland","2020","Total","Both Sexes","53","Estimate - de jure","Final figure, complete","2020","440900","18"
"Poland","2020","Total","Both Sexes","53","Estimate - de jure","Final figure, complete","2021","443026","18"
"Poland","2020","Total","Both Sexes","54","Estimate - de jure","Final figure, complete","2020","443672","18"
"Poland","2020","Total","Both Sexes","54","Estimate - de jure","Final figure, complete","2021","446803","18"
"Poland","2020","Total","Both Sexes","55","Estimate - de jure","Final figure, complete","2020","451159","18"
"Poland","2020","Total","Both Sexes","55","Estimate - de jure","Final figure, complete","2021","455592","18"
"Poland","2020","Total","Both Sexes","55 - 59","Estimate - de jure","Final figure, complete","2020","2324482","18"
"Poland","2020","Total","Both Sexes","55 - 59","Estimate - de jure","Final figure, complete","2021","2372474","18"
"Poland","2020","Total","Both Sexes","56","Estimate - de jure","Final figure, complete","2020","452105","18"
"Poland","2020","Total","Both Sexes","56","Estimate - de jure","Final figure, complete","2021","463790","18"
"Poland","2020","Total","Both Sexes","57","Estimate - de jure","Final figure, complete","2020","464270","18"
"Poland","2020","Total","Both Sexes","57","Estimate - de jure","Final figure, complete","2021","466207","18"
"Poland","2020","Total","Both Sexes","58","Estimate - de jure","Final figure, complete","2020","473272","18"
"Poland","2020","Total","Both Sexes","58","Estimate - de jure","Final figure, complete","2021","481116","18"
"Poland","2020","Total","Both Sexes","59","Estimate - de jure","Final figure, complete","2020","483676","18"
"Poland","2020","Total","Both Sexes","59","Estimate - de jure","Final figure, complete","2021","505769","18"
"Poland","2020","Total","Both Sexes","60","Estimate - de jure","Final figure, complete","2020","519427","18"
"Poland","2020","Total","Both Sexes","60","Estimate - de jure","Final figure, complete","2021","535432","18"
"Poland","2020","Total","Both Sexes","60 - 64","Estimate - de jure","Final figure, complete","2020","2700736","18"
"Poland","2020","Total","Both Sexes","60 - 64","Estimate - de jure","Final figure, complete","2021","2731788","18"
"Poland","2020","Total","Both Sexes","61","Estimate - de jure","Final figure, complete","2020","539318","18"
"Poland","2020","Total","Both Sexes","61","Estimate - de jure","Final figure, complete","2021","550401","18"
"Poland","2020","Total","Both Sexes","62","Estimate - de jure","Final figure, complete","2020","553871","18"
"Poland","2020","Total","Both Sexes","62","Estimate - de jure","Final figure, complete","2021","554920","18"
"Poland","2020","Total","Both Sexes","63","Estimate - de jure","Final figure, complete","2020","544881","18"
"Poland","2020","Total","Both Sexes","63","Estimate - de jure","Final figure, complete","2021","545740","18"
"Poland","2020","Total","Both Sexes","64","Estimate - de jure","Final figure, complete","2020","543239","18"
"Poland","2020","Total","Both Sexes","64","Estimate - de jure","Final figure, complete","2021","545295","18"
"Poland","2020","Total","Both Sexes","65","Estimate - de jure","Final figure, complete","2020","528269","18"
"Poland","2020","Total","Both Sexes","65","Estimate - de jure","Final figure, complete","2021","518416","18"
